DIH Name;Location;City;Country;Website;NUTS2 Code ;NUTS2 Name 
SIH: Smart Islands Hub;Caminho da Penteada, Edifício Madeira Tecnopolo, Piso 2 9020-105 Funchal, Portugal, 9020-105, Funchal (Portugal);Funchal;Portugal;https://smartislandshub.eu/;PT30;Região Autónoma da Madeira (PT)
Silesia Smart Systems;Rybnicka 29;Gliwice;Poland;http://silesiasmartsystems.pl/start-3890?lang_id=11;PL22;Slaskie
Silicon Europe Alliance;Manfred-von-Ardenne-Ring 20 F;Dresden;Germany;https://www.silicon-europe.eu/;DED2;Dresden
simul+InnovationHub;Archivstraße 1, 01097 Dresden;Dresden;Germany;https://www.smul.sachsen.de/simul-innovationhub-25679.html;DED2;Dresden
SINTEF;Strindveien 4;Trondheim;Norway;https://www.sintef.no/en/;NO06;Trøndelag
SIRIUS Centre for Scalable Data Access;Gaustadaléen 23B;Oslo;Norway;http://sirius-labs.no;NO01;Oslo og Akershus
SIRRIS HET COLLECTIEF CENTRUM VAN DE TECHNOLOGISCHE INDUSTRIE;BOULEVARD AUGUSTE REYERS 80 DIAMANT BUILDING;BRUXELLES;Belgium;;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
Sirris Hub - Additive Manufacturing Integrated Factory;Wetenschapspark 9;Diepenbeek;Belgium;https://www.sirris.be/;BE22;Prov. Limburg (BE)
Sirris Hub / Data and software Innovation;BluePoint Brussels Reyerslaan 80;Brussel;Belgium;http://www.sirris.be;BE10;Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
Sirris Hub / Offshore Wind Infrastructure Application Lab;Muisbroeklaan portquay 482;Antwerpen;Belgium;https://www.sirris.be/;BE21;Prov. Antwerpen
Sirris Hub Mechatronics and Digitising Manufacturing;Celestijnenlaan 300C;Leuven;Belgium;https://www.sirris.be/;BE24;Prov. Vlaams-Brabant
Sirris Hub Smart Assembly;Graaf Karel de Goedelaan 5;Kortrijk;Belgium;https://www.sirris.be/;BE25;Prov. West-Vlaanderen
Sirris Hub/smart product;Sirris Liege Science Park Rue Bois St-Jean 12;Seraing;Belgium;https://www.sirris.be/;BE33;Prov. Liège
SMACT Competence Center;Fondamenta San Giobbe, Cannaregio 873;Venice;Italy;https://www.smact.cc;ITH3;Veneto
Smart Audiovisual World;Dailidziu g. 52;Vilnius;Lithuania;http://www.sawhub.tech;LT00;Lietuva (NUTS 2013)
Smart Bio-based Solutions (SBBS);Biologinkuja 7;;Finland;http://www.vtt.fi/;FI1B;Helsinki-Uusimaa
Smart City Valladolid and Palencia (Smart City VyP);Boecillo Technology Park. P. 205;Valladolid;Spain;http://www.smartcity-vyp.es/en/;ES41;Castilla y León
Smart Connected Supplier Network;BIC 1;Eindhoven;Netherlands;http://smart-connected.nl/;NL41;Noord-Brabant
Smart Data Innovation Lab;Kaiserstraße, 12;Karlsruhe;Germany;http://www.sdil.de/en/;DE12;Karlsruhe
Smart Data Solution Center Baden-Württemberg;Nobelstraße 19;Stuttgart;Germany;https://sdsc-bw.de/;DE11;Stuttgart
Smart Digital Farming;Burg. Van Gansberghelaan 115;Merelbeke;Belgium;https://www.smartdigitalfarming.be;BE23;Prov. Oost-Vlaanderen
Smart Energy Digital Innovation Hub;Mokslininkų str. 6A, LT-08412 Vilnius, Lithuania;Vilnius;Lithuania;https://smartenergydih.eu;LT00;Lietuva (NUTS 2013)
smart Fab Carinthia;Villacher Straße 1;Spittal;Austria;http://www.smartfab-carinthia.com;AT21;Kärnten
Smart Farming;Anna van Buerenplein 1;Den Haag;Netherlands;https://www.tno.nl/sdf;NL33;Zuid-Holland
Smart Health Digital Innovation Hub;Mokslininku street 6A;Vilnius;Lithuania;https://www.smarthealthdih.eu;LT00;Lietuva (NUTS 2013)
Smart Industry Centre (SmartIC);Ehitajate tee 5;Tallinn;Estonia;http://www.smartic.ee;EE00;Eesti
Smart Industry Hub Noordwest;Zilverstraat 69,;Zoetermeer;Netherlands;https://www.smartindustry.nl/in-de-regio/noord-west/;NL33;Zuid-Holland
Smart Industry Hub South;Brainport Industries Campus, BIC 1, 5657 BX Eindhoven;Eindhoven;Netherlands;https://www.smartindustry.nl/smart-industry-zuid/;NL41;Noord-Brabant
Smart Infrastructure Hub Leipzig;Spinnereistraße 7;Leipzig;Germany;http://www.smartinfrastructurehub.com;DED5;Leipzig
Smart Manufacturing;Korkeakoulunkatu 7;Tampere;Finland;http://smacc.fi/;FI19;Länsi-Suomi
Smart Systems Hub - Enabling IoT;Am Postplatz 1;Dresden;Germany;http://www.smart-systems-hub.de;DED2;Dresden
SMART TRANSPORTATION ALLIANCE;40 GRACECHURCH STREET IPLAN;LONDON;United Kingdom;;UKI3;Inner London - West
Smart Welding Factory (SWF);Gieterij 200;Hengelo;Netherlands;http://www.smartweldingfactory.com/;NL21;Overijssel
SmartAgri;Gråbrödragatan 11;Skara;Sweden;http://smartagri.se;SE23;Västsverige
SmartCityTech;14 - 1º. Edificio Ibaeta 20.018 - Donostia;"San Sebasti&#225;n";Spain;http://www.smartcitytech.eu/;ES21;País Vasco
SmartFabLab;blvrd Hristo Smirnenski, 1;Sofia;Bulgaria;http://www.smartfablab.org/;BG41;Yugozapaden
SMARTIT;Šabana Koče 25;Novi Pazar;Serbia;http://www.smartitstudio.rs/;;
SMIH 3D - Smart 3D Industry Hub;Fallerovo šetalište 22;Zagreb;Croatia;https://3d-grupa.com/;HR04;Kontinentalna Hrvatska
SMILE-DIH (Smart Manufacturing Innovation for Lean Excellence center - Digital Innovation Hub);Strada al Ponte Caprazucca 6/a;Parma;Italy;http://smile.italian-dih.eu/;ITH5;Emilia-Romagna
Sofia Tech Park;111B Tsarigradsko Shosse Blvd.;Sofia;Bulgaria;https://old.sofiatech.bg/;BG41;Yugozapaden
Software Technology and Applications Competence Centre (STACC);Ülikooli 2  5. korrus;Tartu;Estonia;https://www.stacc.ee/;EE00;Eesti
Software-Cluster;Haid-und-Neu-Straße 18;Karlsruhe;Germany;http://www.software-cluster.org;DE12;Karlsruhe
South Bohemian Digi Hub;U Zimního stadionu 1952/2;České Budějovice;Czech Republic;http://www.jvtp.cz/en/about-us/our-projects/south-bohemian-digi-hub.html;CZ03;Jihozápad
SOUTH EAST EUROPEAN UNIVERSITY TETOVO;Ilindenska n.335 building 305;Tetovo;North Macedonia;;MK00;Poranesna jugoslovenska Republika Makedonija
Southeast Digital Innovation Hub;1 Ivan Vazov blvd;Burgas;Bulgaria;https://digihub.bg/;BG34;Yugoiztochen
Space53;Vliegveldstraat 100;Enschede;Netherlands;http://www.space53.eu/;NL21;Overijssel
Spanish Digital Innovation Hub for HPC (esHPC);c/Jordi Girona 29;Barcelona;Spain;https://www.res.es/es;ES51;Cataluña
SpectroNet - International Collaboration Cluster;Hans-Knöll-Straße 6;Jena;Germany;https://www.spectronet.de;DEG0;Thüringen
SPEEDHUB;Piazza Cittadella, 12;Verona;Italy;https://www.fondazionespeedhub.it;ITH3;Veneto
StartupUtrecht;Bootsstraat 5;Utrecht;Netherlands;https://startup.utrechtregion.com/about-startuputrecht;NL31;Utrecht
Steinbeis-Europa-Zentrum;Erbprinzenstrasse 4-12;Karlsruhe;Germany;https://www.steinbeis-europa.de/en/;DE12;Karlsruhe
Stena Industry Innovation Hub at Chalmers - SII-Hub;Forskningsgången 6;Goteborg;Sweden;http://www.chalmers.se/en/areas-of-advance/production/laboratories/csilab/Pages/default.aspx;SE23;Västsverige
STICHTING WAGENINGEN RESEARCH;Alexanderveld 5;The Hague;Netherlands;;NL33;Zuid-Holland
STP CARTUJA;c/ Isaac Newton, s/n. Pabellón de la UE.;Seville;Spain;http://www.pctcartuja.es/;ES61;Andalucía
Styrian Technology Park, STP;Pesnica pri Mariboru, 20a;Pesnica pri Mariboru;Slovenia;https://stp.si;SI03;Vzhodna Slovenija
Sunderland Software City;Tavistock Place;Sunderland;United Kingdom;http://www.sunderlandsoftwarecity.com/;UKC2;Northumberland and Tyne and Wear
Sunrise Valley Digital Innovation Hub (SV DIH);Sauletekio ave. 15;Vilnius;Lithuania;https://sunrisevalleydih.lt/en/;LT00;Lietuva (NUTS 2013)
Super IoT;University of Oulu Pentti Kaiteran katu 1;Oulu;Finland;http://www.superiot.fi;FI1D;Pohjois- ja Itä-Suomi
Sustainability factory;Leerparkpromenade, 50;Dordrecht;Netherlands;http://www.duurzaamheidsfabriek.nl/;NL33;Zuid-Holland
Swiss EdTech Collider;Chemin de la Dent d'Oche 1b;Ecublens;Switzerland;https://www.edtech-collider.ch;CH01;Région lémanique
Swiss Smart Factory (SSF);Aarbergstrasse 46;Biel;Switzerland;https://www.sipbb.ch/ssf;CH02;Espace Mittelland
SynHERA;rue des pieds d'alouettes 39;Naninne;Belgium;http://www.synhera.be;BE35;Prov. Namur
Systematic Paris Region;8 Avenue de la Vauve;Palaiseau;France;http://www.systematic-paris-region.org/;FR10;Île de France
Tallinn Science Park Tehnopol;Teaduspargi 6/1;Tallinn;Estonia;https://www.tehnopol.ee/;EE00;Eesti
Team Henri Fabre;Technoparc des Florides - RD 9 route de Martigues;Marignane;France;http://www.projet-henri-fabre.com/;FR82;Provence-Alpes-Côte d'Azur (NUTS 2013)
Tech Lane Ghent Science Park;Technologiepark 15;Ghent Zwijnaarde;Belgium;http://www.techlane.be/about/;BE23;Prov. Oost-Vlaanderen
TechHub Riga;Sporta iela, 2;"R&#299;ga";Latvia;https://riga.techhub.com;LV00;Latvija
TechMed Innovation Hub;Drienerlolaan 5;Enschede;Netherlands;https://www.utwente.nl/en/techmed/innovation/;NL21;Overijssel
TECHNICOM;Letná 9;Košice;Slovakia;http://technicom.tuke.sk/;SK04;Východné Slovensko
TECHNOLOGICKÉ CENTRUM Hradec Králové;Piletická 486/19;Hradec Králové;Czech Republic;https://www.tchk.cz/sluzby/inovace/digital-innovation-hub/;CZ05;Severovýchod
Technologie-Initiative SmartFactory KL e.V.;Trippstadter Str. 122;Kaiserslautern;Germany;https://smartfactory.de;DEB3;Rheinhessen-Pfalz
Technologies Added;Kapitein Grantstraat, 9;Emmen;Netherlands;https://www.technologiesadded.com/;NL13;Drenthe
Technologies for Efficiency Digital Innovation Hub Extremadura (T4E DIH);Avenida de la Investigación, s/n.  06006 Badajoz;Badajoz;Spain;http://www.dih4e.eu;ES43;Extremadura
TECHNOLOGIKO PANEPISTIMIO KYPROU;45 Kitiou Kyprianou Str.,;Limassol;Cyprus;;CY00;Kypros
Technology Park doo (SEEUTechPark);Ilindenska Str. 335/700a;Tetovo;North Macedonia;http://techpark.seeu.edu.mk/;MK00;Poranesna jugoslovenska Republika Makedonija
Technology Transfer via Multinational Application Experiments (TETRAMAX);Templergraben 55;Aachen;Germany;https://www.tetramax.eu;DEA2;Köln
Technoport SA;avenue des Hauts-Fourneaux, 9;Esch-sur-Alzette;Luxembourg;http://technoport.lu/online/www/function/aboutus/967/ENG/index.html;LU00;Luxembourg
TechQuartier;Platz der Einheit, 2;Frankfurt am Main;Germany;https://techquartier.com/;DE71;Darmstadt
TechSpace;Rruga Papa Gjon Pali II, Nr 3, Tirana;Tirana;Albania;https://techspace.al/;;
Techtéra: Increasing the competitivity of enterprises for collaborative innovation;2 rue des Mûriers;Lyon;France;https://www.techtera.org/;FR71;Rhône-Alpes (NUTS 2013)
TECNOCAMPUS TECHNOLOGY PARK;Avinguda Ernest lluch 32, 08302 Mataró, Barcelona;Mataró;Spain;https://www.tecnocampus.cat/;ES51;Cataluña
TEKNOLOGISK INSTITUT;Forskerparken 10;Odense M;Denmark;;DK03;Syddanmark
Teknopark Istanbul - Innovation Hub of Turkey;Sanayi Mah Teknopark Bulvari No:1 Pendik;Istanbul;Turkey;https://teknoparkistanbul.com.tr/en;TR10;Istanbul
TeraLab: Big Data and AI Platform for Research, Innovation, and Education;IMT, 2-2bis Villa Thoreton;Paris;France;https://www.teralab-datascience.fr/;FR10;Île de France
TERRASOLIS;Chambre Régionale d'Agriculture - Complexe agricole du Mont Berna;CHALONS EN CHAMPAGNE;France;;FR21;Champagne-Ardenne (NUTS 2013)
The Alexandra Institute - ICT-based innovation;Åbogade 34;Aarhus;Denmark;https://www.alexandra.dk;DK04;Midtjylland
The AMRC's Factory 2050;AMRC Factory 2050 Europa Avenue Sheffield S9 1ZA;Sheffield;United Kingdom;http://www.amrc.co.uk/facilities/factory-2050;UKE3;South Yorkshire
The High Value Manufacturing Catapult;Shirley;Solihull;United Kingdom;https://hvm.catapult.org.uk/;UKG3;West Midlands
The Irish Software Research Centre, Lero;Tierney Building, University of Limerick;Limerick;Ireland;http://www.lero.ie/;IE02;Southern and Eastern (NUTS 2013)
The KTH Innovation Hub of Digital Industrialization;Brinellvägen 85;Stockholm;Sweden;http://www.kth.se/iiothub;SE11;Stockholm
ThermoPlastic composites NL;Ariënsplein 1;Enschede;Netherlands;https://www.tpcnl.nl/;NL21;Overijssel
TNO Holst Centre;High Tech Campus 31;Eindhoven;Netherlands;https://www.holstcentre.com/;NL41;Noord-Brabant
Trakia Digital Innovation Hub;Tsar Asen №24;Plovdiv;Bulgaria;https://www.linkedin.com/company/digital-innovation-hub-trakya/about/?viewAsMember=true;BG42;Yuzhen tsentralen
Transilvania Digital Innovation Hub;Dimtrie Cantemir 1;Cluj-Napoca;Romania;https://transilvaniadih.ro/;RO11;Nord-Vest
Transilvania Digital Innovation Hub - Transilvania DIH;No 1, Dimitrie Cantemir Street;Cluj-Napoca;Romania;https://transilvaniait.ro/en/trasylvania-dih/;RO11;Nord-Vest
Transport Systems Catapult;Midsummer Blvd, 170;Milton Keynes;United Kingdom;https://ts.catapult.org.uk/;UKJ1;Berkshire, Buckinghamshire and Oxfordshire
Trentino Digital Innovation Hub;Via Alcide Degasperi, 77, 38123 Trento TN;Trento;Italy;https://dih-taa.eu/en/;ITH2;Provincia Autonoma di Trento
TValley;Ariensplein 1;Enschede;Netherlands;http://www.tvalley.nl;NL21;Overijssel
TVT Innovation - Pôle Mer Méditerranée;Maison du Numérique et de l’Innovation – Place Georges Pompidou;Toulon;France;http://www.tvt.fr/;FR82;Provence-Alpes-Côte d'Azur (NUTS 2013)
Tyndall National Institute, Tyndall;Lee Maltings  Dyke Parade;Cork;Ireland;https://www.tyndall.ie/;IE02;Southern and Eastern (NUTS 2013)
t2i - DIH Triveneto;Piazza delle Istituzioni, 34A;Treviso;Italy;https://www.t2i.it/dih;ITH3;Veneto
UK Digital Health Hub;Virtual;London;United Kingdom;http://invest.london/digital-health-hub;UKI4;Inner London - East
Umbria Digital Innovation Hub;Via Palermo, 80/a;Perugia;Italy;http://dih.confindustria.umbria.it;ITI2;Umbria
UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO;CAMPUS DA CAPARICA QUINTA DA TORRE;CAPARICA;Portugal;;PT17;Área Metropolitana de Lisboa
UniTransferKlinik (UTK);Maria-Goeppert-Str., 1;Lubeck;Germany;https://www.industrie-in-klinik.de/;DEF0;Schleswig-Holstein
UNIVERSIDAD DE NAVARRA;Av. Pearson, 21;Barcelona;Spain;;ES51;Cataluña
UNIVERSIDAD DE SALAMANCA;CALLE PATIO DE ESCUELAS 1;SALAMANCA;Spain;;ES41;Castilla y León
UNIVERSIDAD POLITECNICA DE CARTAGENA;DPTO. TIC, CUARTEL ANTIGONES;CARTAGENA;Spain;;ES62;Región de Murcia
UNIVERSITATEA DE VEST DIN TIMISOARA;BD VASILE PARVAN 4;TIMISOARA;Romania;;RO42;Vest
UNIVERSITATEA LUCIAN BLAGA DIN SIBIU;BD VICTORIEI 10;SIBIU;Romania;;RO12;Centru
University college HENALLUX;Rue Saint-Donat 130;Namur;Belgium;http://www.henallux.be/;BE35;Prov. Namur
University of Donja Gorica;Oktoih 1;Podgorica;Montenegro;https://www.udg.edu.me/en/;ME00;Crna Gora
University of Valencia Science Park DIH;Calle Catedrático Agustín Escardino, 9;Paterna (Valencia);Spain;https://www.pcuv.es/en/dih;ES52;Comunidad Valenciana
UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA;TRG DOSITEJA OBRADOVICA  6;NOVI SAD;Serbia;;;
Urban ICT Arena;Electrum Foundation, Borgarfjordsgatan 12;Kista;Sweden;http://www.urbanictarena.se;SE11;Stockholm
VDTC of the Fraunhofer IFF;Joseph-von-Fraunhofer Str., 1;Magdeburg;Germany;https://www.produktion.fraunhofer.de/de/forschung-im-verbund/forschungskooperationen/digitalinnovationhubs.html;DEE0;Sachsen-Anhalt
Ventspils High Technology Park (VHTP);Ventspils Augsto tehnoloģiju parks, 1;Ventspils;Latvia;http://www.vhtp.lv/;LV00;Latvija
ViaMéca;14 avenue Leonard de Vinci;Clermont-Ferrand;France;http://www.viameca.fr/accueil-viameca.html;FR72;Auvergne (NUTS 2013)
ViDIH Visoriai Digital Innovation Hub;Mokslininkų  st. 2a;Vilnius;Lithuania;https://vitp.lt/vidih/?lang=en;LT00;Lietuva (NUTS 2013)
Vilnius Tech Park;Antakalnio str. 17;Vilnius;Lithuania;https://vilniustechpark.com;LT00;Lietuva (NUTS 2013)
Virtual Center for Digital Innovation NOSC-UA DIH;36 Vernadsky blvd;Kyiv;Ukraine;http://cloud-5.bitp.kiev.ua/?page_id=1256&lang=en;;
Virtual Vehicle Research Center;Inffeldgasse 21a;Graz;Austria;https://www.v2c2.at/;AT22;Steiermark
VITAGORA;67 rue des Godrans 21000 Dijon;Dijon;France;https://www.vitagora.com/en/vitagora/dih/;FR26;Bourgogne (NUTS 2013)
Vitus Bering Innovation Park;Chr. M. Østergaards Vej 4a;Horsens;Denmark;https://vitusbering.dk/;DK04;Midtjylland
VP Delta;Mekelweg, 4;Delft;Netherlands;http://www.vpdelta.nl/nl;NL33;Zuid-Holland
VRVis Zentrum für Virtual Reality und Visualisierung Forschungs-GmbH;Donau-City-Straße 11;Wien;Austria;http://www.vrvis.at;AT13;Wien
Wallachia eHub;Strada Ion Ghica 13;Bucharest;Romania;https://wallachiaehub.ro/en/about-us/;RO32;Bucuresti - Ilfov
Web Science Institute;University of Southampton, Highfield Campus;Southampton;United Kingdom;https://www.southampton.ac.uk/wsi;UKJ3;Hampshire and Isle of Wight
ZURCHER HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN;GERTRUDSTRASSE 15;WINTERTHUR;Switzerland;;CH04;Zürich
3D Makers Zone;Oudeweg 91-95;Haarlem;Netherlands;https://www.3dmakerszone.com/;NL32;Noord-Holland
3IF - Industrial Internet In Flanders;Weldadigheidsstraat 14;Leuven;Belgium;http://www.3if.eu;BE24;Prov. Vlaams-Brabant
3IF.be & 3IF.be Fieldlab;Kasteelpark 10;Heverlee;Belgium;http://www.3if.be;BE24;Prov. Vlaams-Brabant
4PDIH - Public Private People Partnership Digital Innovation Hub;Tržaška 25;Ljubljana;Slovenia;http://4pdih.com;SI04;Zahodna Slovenija
5G Fieldlab 5Groningen;Zernikelaan 17;GRONINGEN;Netherlands;https://www.5groningen.nl/;NL11;Groningen
5G Test Network Finland (5GTNF);Kaitoväylä 1;Oulu;Finland;http://5gtnf.fi/;FI1D;Pohjois- ja Itä-Suomi
5GBarcelona;c/ Gran Capità  2-4 Edifici Nexus I  2ª planta 203;Barcelona;Spain;http://www.5gbarcelona.cat/;ES51;Cataluña
5TONIC Open 5G Lab 5TONIC;Avenida del Mar Mediterráneo 22;Leganes, Madrid;Spain;https://www.5tonic.org;ES30;Comunidad de Madrid
7TB - 7 Technopoles de Bretagne;2 rue François Briant de Laubrière;QUIMPER;France;http://7technopoles-bretagne.bzh/;FR52;Bretagne (NUTS 2013)
